Zipcode,State,City,Lat,Long
30471,GA,TWIN CITY,32.58,-82.15
31328,GA,TYBEE ISLAND,32.01,-80.85
31795,GA,TY TY,31.47,-83.65
31091,GA,UNADILLA,32.25,-83.73
30473,GA,UVALDA,32.03,-82.5
31601,GA,VALDOSTA,30.84,-83.27
31602,GA,VALDOSTA,30.84,-83.27
31605,GA,VALDOSTA,30.84,-83.27
31606,GA,VALDOSTA,30.84,-83.27
30474,GA,VIDALIA,32.21,-82.4
31092,GA,VIENNA,32.08,-83.79
30477,GA,WADLEY,32.86,-82.4
31830,GA,WARM SPRINGS,32.88,-84.67
31028,GA,CENTERVILLE,32.63,-83.67
31088,GA,WARNER ROBINS,32.61,-83.63
31093,GA,WARNER ROBINS,32.61,-83.63
31098,GA,WARNER ROBINS,32.61,-83.63
30828,GA,WARRENTON,33.4,-82.66
31094,GA,WARTHEN,33.13,-82.79
31796,GA,WARWICK,31.82,-83.92
31565,GA,WAVERLY,31.09,-81.72
31831,GA,WAVERLY HALL,32.68,-84.73
31501,GA,WAYCROSS,31.21,-82.35
31503,GA,WAYCROSS,31.21,-82.35
30830,GA,WAYNESBORO,33.09,-82.01
31566,GA,WAYNESVILLE,31.22,-81.79
31567,GA,WEST GREEN,31.6,-82.73
31832,GA,WESTON,31.97,-84.61
31833,GA,WEST POINT,32.87,-85.16
39897,GA,WHIGHAM,30.9,-84.32
31568,GA,WHITE OAK,31.03,-81.82
31650,GA,WILLACOOCHEE,31.34,-83.04
31569,GA,WOODBINE,30.95,-81.72
31836,GA,WOODLAND,32.78,-84.56
31798,GA,WRAY,31.62,-83.05
30818,GA,MATTHEWS,33.21,-82.28
30833,GA,WRENS,33.2,-82.38
31096,GA,WRIGHTSVILLE,32.72,-82.72
31097,GA,YATESVILLE,32.91,-84.14
29801,SC,AIKEN,33.54,-81.72
29803,SC,AIKEN,33.54,-81.72
29805,SC,AIKEN,33.54,-81.72
29810,SC,ALLENDALE,33,-81.3
29812,SC,BARNWELL,33.24,-81.36
29902,SC,BEAUFORT,32.42,-80.68
29906,SC,BEAUFORT,32.42,-80.68
29907,SC,LADYS ISLAND,32.43,-80.64
29817,SC,BLACKVILLE,33.36,-81.28
29909,SC,OKATIE,32.3,-80.92
29910,SC,BLUFFTON,32.23,-80.86
29819,SC,BRADLEY,34.04,-82.21
29911,SC,BRUNSON,32.92,-81.18
29821,SC,CLARKS HILL,33.63,-82.14
29916,SC,EARLY BRANCH,32.74,-80.92
29824,SC,EDGEFIELD,33.78,-81.93
29918,SC,ESTILL,32.75,-81.24
29827,SC,FAIRFAX,32.95,-81.23
29922,SC,GARNETT,32.6,-81.24
29828,SC,GLOVERVILLE,33.52,-81.81
29829,SC,GRANITEVILLE,33.56,-81.81
29924,SC,HAMPTON,32.86,-81.1
29927,SC,HARDEEVILLE,32.27,-81.07
29915,SC,DAUFUSKIE ISLAND,32.12,-80.86
29926,SC,HILTON HEAD ISLAND,32.19,-80.74
29928,SC,HILTON HEAD ISLAND,32.19,-80.74
29929,SC,ISLANDTON,32.9,-80.93
29831,SC,JACKSON,33.32,-81.79
29832,SC,JOHNSTON,33.83,-81.8
29932,SC,LURAY,32.81,-81.24
29835,SC,MC CORMICK,33.91,-82.29
29836,SC,MARTIN,33.06,-81.47
29838,SC,MODOC,33.71,-82.18
29840,SC,MOUNT CARMEL,34,-82.5
29809,SC,NEW ELLENTON,33.41,-81.68
29841,SC,NORTH AUGUSTA,33.51,-81.95
29842,SC,BEECH ISLAND,33.48,-81.89
29860,SC,NORTH AUGUSTA,33.51,-81.95
29843,SC,OLAR,33.18,-81.18
29934,SC,PINELAND,32.6,-81.15
29845,SC,PLUM BRANCH,33.84,-82.25
29935,SC,PORT ROYAL,32.38,-80.69
29912,SC,COOSAWHATCHIE,32.58,-80.92
29936,SC,RIDGELAND,32.48,-80.98
29920,SC,SAINT HELENA ISLAND,32.38,-80.56
29940,SC,SEABROOK,32.56,-80.73
29941,SC,SHELDON,32.6,-80.79
29943,SC,TILLMAN,32.46,-81.1
29847,SC,TRENTON,33.74,-81.84
29848,SC,TROY,33.98,-82.29
29849,SC,ULMER,33.09,-81.2
29944,SC,VARNVILLE,32.85,-81.08
29851,SC,WARRENVILLE,33.51,-81.82
29853,SC,WILLISTON,33.4,-81.42
29856,SC,WINDSOR,33.48,-81.51
29945,SC,YEMASSEE,32.69,-80.85
33430,FL,BELLE GLADE,26.68,-80.67
33428,FL,BOCA RATON,26.37,-80.1
33431,FL,BOCA RATON,26.37,-80.1
33432,FL,BOCA RATON,26.37,-80.1
33433,FL,BOCA RATON,26.37,-80.1
33434,FL,BOCA RATON,26.37,-80.1
33486,FL,BOCA RATON,26.37,-80.1
33487,FL,BOCA RATON,26.37,-80.1
33496,FL,BOCA RATON,26.37,-80.1
33498,FL,BOCA RATON,26.37,-80.1
33426,FL,BOYNTON BEACH,26.52,-80.08
33435,FL,BOYNTON BEACH,26.52,-80.08
33436,FL,BOYNTON BEACH,26.52,-80.08
33437,FL,BOYNTON BEACH,26.52,-80.08
33472,FL,BOYNTON BEACH,26.53,-80.19
33473,FL,BOYNTON BEACH,26.49,-80.19
33438,FL,CANAL POINT,26.86,-80.63
33440,FL,CLEWISTON,26.75,-80.93
33004,FL,DANIA,26.05,-80.14
33441,FL,DEERFIELD BEACH,26.31,-80.12
33442,FL,DEERFIELD BEACH,26.31,-80.12
33444,FL,DELRAY BEACH,26.45,-80.08
33445,FL,DELRAY BEACH,26.45,-80.08
33446,FL,DELRAY BEACH,26.45,-80.08
33483,FL,DELRAY BEACH,26.45,-80.08
33484,FL,DELRAY BEACH,26.45,-80.08
33301,FL,FORT LAUDERDALE,26.14,-80.13
33304,FL,FORT LAUDERDALE,26.14,-80.13
33305,FL,FORT LAUDERDALE,26.14,-80.13
33306,FL,FORT LAUDERDALE,26.14,-80.13
33308,FL,FORT LAUDERDALE,26.14,-80.13
33309,FL,FORT LAUDERDALE,26.14,-80.13
33311,FL,FORT LAUDERDALE,26.14,-80.13
33312,FL,FORT LAUDERDALE,26.14,-80.13
33313,FL,FORT LAUDERDALE,26.14,-80.13
33314,FL,FORT LAUDERDALE,26.14,-80.13
33315,FL,FORT LAUDERDALE,26.14,-80.13
33316,FL,FORT LAUDERDALE,26.14,-80.13
33317,FL,FORT LAUDERDALE,26.14,-80.13
33319,FL,FORT LAUDERDALE,26.14,-80.13
33321,FL,FORT LAUDERDALE,26.14,-80.13
33322,FL,FORT LAUDERDALE,26.14,-80.13
33323,FL,FORT LAUDERDALE,26.14,-80.13
33324,FL,FORT LAUDERDALE,26.14,-80.13
33325,FL,FORT LAUDERDALE,26.14,-80.13
33326,FL,FORT LAUDERDALE,26.11,-80.39
33327,FL,FORT LAUDERDALE,26.11,-80.39
33328,FL,FORT LAUDERDALE,26.14,-80.13
33330,FL,FORT LAUDERDALE,26.14,-80.13
33331,FL,FORT LAUDERDALE,26.14,-80.13
33332,FL,FORT LAUDERDALE,26.14,-80.13
33334,FL,FORT LAUDERDALE,26.14,-80.13
33351,FL,FORT LAUDERDALE,26.14,-80.13
33388,FL,PLANTATION,26.14,-80.13
33394,FL,FORT LAUDERDALE,26.14,-80.13
34945,FL,FORT PIERCE,27.44,-80.32
34946,FL,FORT PIERCE,27.44,-80.32
34947,FL,FORT PIERCE,27.44,-80.32
34949,FL,FORT PIERCE,27.44,-80.32
34950,FL,FORT PIERCE,27.44,-80.32
34951,FL,FORT PIERCE,27.44,-80.32
34981,FL,FORT PIERCE,27.44,-80.32
34982,FL,FORT PIERCE,27.44,-80.32
34983,FL,PORT SAINT LUCIE,27.27,-80.35
34952,FL,PORT SAINT LUCIE,27.27,-80.35
34953,FL,PORT SAINT LUCIE,27.27,-80.35
34984,FL,PORT SAINT LUCIE,27.27,-80.35
34986,FL,PORT SAINT LUCIE,27.27,-80.35
34987,FL,PORT SAINT LUCIE,27.27,-80.35
33009,FL,HALLANDALE,25.98,-80.14
33010,FL,HIALEAH,25.86,-80.29
33012,FL,HIALEAH,25.86,-80.29
33013,FL,HIALEAH,25.86,-80.29
33014,FL,HIALEAH,25.86,-80.29
33015,FL,HIALEAH,25.86,-80.29
33016,FL,HIALEAH,25.86,-80.29
33018,FL,HIALEAH,25.86,-80.29
33455,FL,HOBE SOUND,27.07,-80.13
33019,FL,HOLLYWOOD,26.02,-80.16
33020,FL,HOLLYWOOD,26.02,-80.16
33021,FL,HOLLYWOOD,26.02,-80.16
33023,FL,HOLLYWOOD,26.02,-80.16
33024,FL,HOLLYWOOD,26.02,-80.16
33025,FL,HOLLYWOOD,26.02,-80.16
33026,FL,HOLLYWOOD,26.02,-80.16
33027,FL,HOLLYWOOD,26.02,-80.16
33028,FL,PEMBROKE PINES,26,-80.34
33029,FL,HOLLYWOOD,26.02,-80.16
33030,FL,HOMESTEAD,25.46,-80.45
33031,FL,HOMESTEAD,25.46,-80.45
33032,FL,HOMESTEAD,25.46,-80.45
33033,FL,HOMESTEAD,25.46,-80.45
33034,FL,HOMESTEAD,25.46,-80.45
33035,FL,HOMESTEAD,25.46,-80.45
34956,FL,INDIANTOWN,27.03,-80.46
33036,FL,ISLAMORADA,24.92,-80.63
34957,FL,JENSEN BEACH,27.23,-80.23
33458,FL,JUPITER,26.92,-80.1
33469,FL,JUPITER,26.92,-80.1
33477,FL,JUPITER,26.92,-80.1
33478,FL,JUPITER,26.92,-80.1
33037,FL,KEY LARGO,25.08,-80.44
33040,FL,KEY WEST,24.55,-81.78
33449,FL,LAKE WORTH,26.58,-80.22
33460,FL,LAKE WORTH,26.61,-80.05
33461,FL,LAKE WORTH,26.61,-80.05
33462,FL,LAKE WORTH,26.61,-80.05
33463,FL,LAKE WORTH,26.61,-80.05
33467,FL,LAKE WORTH,26.61,-80.05
33470,FL,LOXAHATCHEE,26.78,-80.43
33050,FL,MARATHON,24.71,-81.08
33122,FL,MIAMI,25.79,-80.3
33125,FL,MIAMI,25.77,-80.2
33126,FL,MIAMI,25.77,-80.29
33127,FL,MIAMI,25.77,-80.2
33128,FL,MIAMI,25.77,-80.2
33129,FL,MIAMI,25.77,-80.2
33130,FL,MIAMI,25.77,-80.2
33131,FL,MIAMI,25.77,-80.2
33132,FL,MIAMI,25.77,-80.2
33133,FL,MIAMI,25.77,-80.2
33134,FL,MIAMI,25.77,-80.2
33135,FL,MIAMI,25.77,-80.2
33136,FL,MIAMI,25.77,-80.2
33137,FL,MIAMI,25.77,-80.2
33138,FL,MIAMI,25.77,-80.2
33142,FL,MIAMI,25.77,-80.2
33143,FL,MIAMI,25.77,-80.2
33144,FL,MIAMI,25.77,-80.2
33145,FL,MIAMI,25.77,-80.2
33146,FL,MIAMI,25.77,-80.2
33147,FL,MIAMI,25.77,-80.2
33149,FL,KEY BISCAYNE,25.68,-80.16
33150,FL,MIAMI,25.77,-80.2
33155,FL,MIAMI,25.77,-80.2
33156,FL,MIAMI,25.77,-80.2
33157,FL,MIAMI,25.77,-80.2
33158,FL,MIAMI,25.77,-80.2
33160,FL,NORTH MIAMI BEACH,25.77,-80.2
33161,FL,MIAMI,25.77,-80.2
33162,FL,MIAMI,25.77,-80.2
33165,FL,MIAMI,25.77,-80.2
33166,FL,MIAMI,25.82,-80.3
33167,FL,MIAMI,25.77,-80.2
33168,FL,MIAMI,25.77,-80.2
33169,FL,MIAMI,25.77,-80.2
33170,FL,MIAMI,25.77,-80.2
33172,FL,MIAMI,25.79,-80.36
33173,FL,MIAMI,25.77,-80.2
33174,FL,MIAMI,25.77,-80.2
33175,FL,MIAMI,25.77,-80.2
33176,FL,MIAMI,25.77,-80.2
33177,FL,MIAMI,25.77,-80.2
33178,FL,MIAMI,25.85,-80.41
33179,FL,MIAMI,25.77,-80.2
33180,FL,MIAMI,25.77,-80.2
33181,FL,MIAMI,25.77,-80.2
33182,FL,MIAMI,25.78,-80.41
33183,FL,MIAMI,25.77,-80.2
33184,FL,MIAMI,25.77,-80.2
33185,FL,MIAMI,25.77,-80.2
33186,FL,MIAMI,25.77,-80.2
33187,FL,MIAMI,25.77,-80.2
33189,FL,MIAMI,25.77,-80.2
33190,FL,MIAMI,25.77,-80.2
33193,FL,MIAMI,25.77,-80.2
33194,FL,MIAMI,25.77,-80.2
33196,FL,MIAMI,25.77,-80.2
33109,FL,MIAMI BEACH,25.77,-80.2
33139,FL,MIAMI BEACH,25.77,-80.2
33140,FL,MIAMI BEACH,25.77,-80.2
33141,FL,MIAMI BEACH,25.77,-80.2
33154,FL,MIAMI BEACH,25.77,-80.2
33471,FL,MOORE HAVEN,26.83,-81.09
34972,FL,OKEECHOBEE,27.24,-80.82
34974,FL,OKEECHOBEE,27.24,-80.82
33054,FL,OPA LOCKA,25.93,-80.26
33055,FL,OPA LOCKA,25.93,-80.26
33056,FL,MIAMI GARDENS,25.93,-80.26
33476,FL,PAHOKEE,26.81,-80.66
33480,FL,PALM BEACH,26.69,-80.03
34990,FL,PALM CITY,27.16,-80.26
33060,FL,POMPANO BEACH,26.23,-80.13
33062,FL,POMPANO BEACH,26.23,-80.13
33063,FL,POMPANO BEACH,26.23,-80.13
33064,FL,POMPANO BEACH,26.23,-80.13
33065,FL,POMPANO BEACH,26.23,-80.13
33066,FL,POMPANO BEACH,26.23,-80.13
33067,FL,POMPANO BEACH,26.23,-80.13
33068,FL,POMPANO BEACH,26.23,-80.13
33069,FL,POMPANO BEACH,26.23,-80.13
33071,FL,POMPANO BEACH,26.23,-80.13
33073,FL,POMPANO BEACH,26.23,-80.13
33076,FL,POMPANO BEACH,26.23,-80.13
33493,FL,SOUTH BAY,26.66,-80.71
34994,FL,STUART,27.19,-80.24
34996,FL,STUART,27.19,-80.24
34997,FL,STUART,27.19,-80.24
33042,FL,SUMMERLAND KEY,24.66,-81.45
33043,FL,BIG PINE KEY,24.67,-81.35
33070,FL,TAVERNIER,25.01,-80.51
33401,FL,WEST PALM BEACH,26.74,-80.12
33403,FL,WEST PALM BEACH,26.74,-80.12
33404,FL,WEST PALM BEACH,26.74,-80.12
33405,FL,WEST PALM BEACH,26.74,-80.12
33406,FL,WEST PALM BEACH,26.74,-80.12
33407,FL,WEST PALM BEACH,26.74,-80.12
33408,FL,NORTH PALM BEACH,26.81,-80.08
33409,FL,WEST PALM BEACH,26.74,-80.12
33410,FL,PALM BEACH GARDENS,26.74,-80.12
33411,FL,WEST PALM BEACH,26.74,-80.12
33412,FL,WEST PALM BEACH,26.74,-80.12
33413,FL,WEST PALM BEACH,26.74,-80.12
33414,FL,WELLINGTON,26.74,-80.12
33415,FL,WEST PALM BEACH,26.74,-80.12
33417,FL,WEST PALM BEACH,26.74,-80.12
33418,FL,PALM BEACH GARDENS,26.74,-80.12
32701,FL,ALTAMONTE SPRINGS,28.66,-81.39
32714,FL,ALTAMONTE SPRINGS,28.66,-81.39
32702,FL,ALTOONA,29.04,-81.59
33920,FL,ALVA,26.71,-81.61
32703,FL,APOPKA,28.68,-81.51
32712,FL,APOPKA,28.68,-81.51
34266,FL,ARCADIA,27.21,-81.85
34269,FL,ARCADIA,27.21,-81.85
34705,FL,ASTATULA,28.71,-81.73
32102,FL,ASTOR,29.14,-81.53
33823,FL,AUBURNDALE,28.07,-81.79
33825,FL,AVON PARK,27.59,-81.5
33827,FL,BABSON PARK,27.83,-81.52
33830,FL,BARTOW,27.89,-81.84
33922,FL,BOKEELIA,26.7,-82.05
34134,FL,BONITA SPRINGS,26.34,-81.78
34135,FL,BONITA SPRINGS,26.34,-81.78
33834,FL,BOWLING GREEN,27.63,-81.82
34201,FL,BRADENTON,27.48,-82.57
34202,FL,BRADENTON,27.48,-82.57
34203,FL,BRADENTON,27.48,-82.57
34205,FL,BRADENTON,27.48,-82.57
34207,FL,BRADENTON,27.48,-82.57
34208,FL,BRADENTON,27.48,-82.57
34209,FL,BRADENTON,27.48,-82.57
34210,FL,BRADENTON,27.48,-82.57
34211,FL,BRADENTON,27.48,-82.57
34212,FL,BRADENTON,27.48,-82.57
34217,FL,BRADENTON BEACH,27.46,-82.69
33510,FL,BRANDON,27.92,-82.29
33511,FL,BRANDON,27.92,-82.29
34601,FL,BROOKSVILLE,28.55,-82.39
34602,FL,BROOKSVILLE,28.55,-82.39
34604,FL,BROOKSVILLE,28.48,-82.42
34606,FL,SPRING HILL,28.44,-82.56
34607,FL,SPRING HILL,28.44,-82.56
34608,FL,SPRING HILL,28.44,-82.56
34609,FL,SPRING HILL,28.55,-82.39
34610,FL,SPRING HILL,28.55,-82.39
34613,FL,BROOKSVILLE,28.55,-82.39
34614,FL,BROOKSVILLE,28.55,-82.39
32110,FL,BUNNELL,29.46,-81.25
33513,FL,BUSHNELL,28.66,-82.11
32920,FL,CAPE CANAVERAL,28.4,-80.6
32707,FL,CASSELBERRY,28.66,-81.32
32708,FL,WINTER SPRINGS,28.68,-81.27
32730,FL,CASSELBERRY,28.66,-81.32
33514,FL,CENTER HILL,28.64,-81.99
32709,FL,CHRISTMAS,28.53,-81.02
32113,FL,CITRA,29.41,-82.11
33755,FL,CLEARWATER,27.97,-82.76
33756,FL,CLEARWATER,27.97,-82.76
33759,FL,CLEARWATER,27.97,-82.76
33760,FL,CLEARWATER,27.97,-82.76
33761,FL,CLEARWATER,27.97,-82.76
33762,FL,CLEARWATER,27.97,-82.76
33763,FL,CLEARWATER,27.97,-82.76
33764,FL,CLEARWATER,27.97,-82.76
33765,FL,CLEARWATER,27.97,-82.76
33767,FL,CLEARWATER BEACH,27.98,-82.82
34711,FL,CLERMONT,28.55,-81.75
34714,FL,CLERMONT,28.53,-81.76
34715,FL,CLERMONT,28.63,-81.75
32922,FL,COCOA,28.37,-80.75
32926,FL,COCOA,28.37,-80.75
32927,FL,COCOA,28.37,-80.75
32931,FL,COCOA BEACH,28.33,-80.62
34215,FL,CORTEZ,27.46,-82.67
32112,FL,CRESCENT CITY,29.43,-81.51
33523,FL,DADE CITY,28.36,-82.19
33525,FL,DADE CITY,28.36,-82.19
33837,FL,DAVENPORT,28.16,-81.6
33896,FL,DAVENPORT,28.16,-81.6
33897,FL,DAVENPORT,28.16,-81.6
32114,FL,DAYTONA BEACH,29.19,-81.05
32117,FL,DAYTONA BEACH,29.19,-81.05
32118,FL,DAYTONA BEACH,29.19,-81.05
32119,FL,DAYTONA BEACH,29.19,-81.05
32124,FL,DAYTONA BEACH,29.19,-81.05
32713,FL,DEBARY,28.88,-81.32
32720,FL,DELAND,29.05,-81.31
32724,FL,DELAND,29.05,-81.31
32130,FL,DE LEON SPRINGS,29.11,-81.35
32725,FL,DELTONA,28.9,-81.2
32738,FL,DELTONA,28.9,-81.2
33527,FL,DOVER,27.99,-82.22
33838,FL,DUNDEE,28.02,-81.62
34698,FL,DUNEDIN,28.02,-82.77
33839,FL,EAGLE LAKE,27.97,-81.75
32131,FL,EAST PALATKA,29.65,-81.59
32132,FL,EDGEWATER,28.96,-80.9
32141,FL,EDGEWATER,28.96,-80.9
34222,FL,ELLENTON,27.52,-82.52
34223,FL,ENGLEWOOD,26.95,-82.35
34224,FL,ENGLEWOOD,26.95,-82.35
33928,FL,ESTERO,26.44,-81.81
32726,FL,EUSTIS,28.85,-81.68
32736,FL,EUSTIS,28.85,-81.68
32948,FL,FELLSMERE,27.76,-80.59
32136,FL,FLAGLER BEACH,29.47,-81.13
32137,FL,PALM COAST,29.57,-81.21
32143,FL,PALM COAST,29.42,-81.16
32164,FL,PALM COAST,29.57,-81.21
32140,FL,FLORAHOME,29.73,-81.88
32134,FL,FORT MC COY,29.34,-81.85
33841,FL,FORT MEADE,27.75,-81.79
33901,FL,FORT MYERS,26.63,-81.85
33903,FL,NORTH FORT MYERS,26.63,-81.85
33904,FL,CAPE CORAL,26.63,-81.99
33905,FL,FORT MYERS,26.63,-81.85
33907,FL,FORT MYERS,26.63,-81.85
33908,FL,FORT MYERS,26.63,-81.85
33909,FL,CAPE CORAL,26.63,-81.99
33912,FL,FORT MYERS,26.63,-81.85
33913,FL,FORT MYERS,26.63,-81.85
33914,FL,CAPE CORAL,26.63,-81.99
33916,FL,FORT MYERS,26.63,-81.85
33917,FL,NORTH FORT MYERS,26.63,-81.85
33919,FL,FORT MYERS,26.63,-81.85
33966,FL,FORT MYERS,26.57,-81.82
33967,FL,FORT MYERS,26.47,-81.8
33990,FL,CAPE CORAL,26.63,-81.99
33991,FL,CAPE CORAL,26.63,-81.99
33993,FL,CAPE CORAL,26.63,-81.99
33931,FL,FORT MYERS BEACH,26.48,-81.95
33843,FL,FROSTPROOF,27.74,-81.53
34731,FL,FRUITLAND PARK,28.85,-81.9
32732,FL,GENEVA,28.73,-81.11
32139,FL,GEORGETOWN,29.39,-81.63
33534,FL,GIBSONTON,27.84,-82.37
34734,FL,GOTHA,28.54,-81.52
32735,FL,GRAND ISLAND,28.88,-81.73
32949,FL,GRANT,27.92,-80.52
34736,FL,GROVELAND,28.56,-81.85
33844,FL,HAINES CITY,28.1,-81.62
32145,FL,HASTINGS,29.71,-81.5
34737,FL,HOWEY IN THE HILLS,28.71,-81.77
34142,FL,IMMOKALEE,26.41,-81.42
33785,FL,INDIAN ROCKS BEACH,27.88,-82.84
33786,FL,BELLEAIR BEACH,27.91,-82.84
32148,FL,INTERLACHEN,29.61,-81.89
33849,FL,KATHLEEN,28.11,-82.02
34739,FL,KENANSVILLE,27.88,-80.99
34741,FL,KISSIMMEE,28.3,-81.41
34743,FL,KISSIMMEE,28.3,-81.41
34744,FL,KISSIMMEE,28.3,-81.41
34746,FL,KISSIMMEE,28.3,-81.41
34747,FL,KISSIMMEE,28.3,-81.41
34758,FL,KISSIMMEE,28.3,-81.41
34759,FL,KISSIMMEE,28.08,-81.44
33935,FL,LABELLE,26.64,-81.34
32159,FL,LADY LAKE,28.92,-81.92
32162,FL,THE VILLAGES,28.92,-81.92
32163,FL,THE VILLAGES,28.93,-81.95
33850,FL,LAKE ALFRED,28.09,-81.72
32744,FL,LAKE HELEN,28.98,-81.23
33801,FL,LAKELAND,28.04,-81.96
33803,FL,LAKELAND,28.04,-81.96
33805,FL,LAKELAND,28.04,-81.96
33809,FL,LAKELAND,28.04,-81.96
33810,FL,LAKELAND,28.04,-81.96
33811,FL,LAKELAND,28.04,-81.96
33812,FL,LAKELAND,27.97,-81.89
33813,FL,LAKELAND,28.04,-81.96
33815,FL,LAKELAND,28.04,-81.96
32746,FL,LAKE MARY,28.75,-81.33
33538,FL,LAKE PANASOFFKEE,28.79,-82.13
33852,FL,LAKE PLACID,27.29,-81.36
33853,FL,LAKE WALES,27.9,-81.58
33859,FL,LAKE WALES,27.9,-81.58
33867,FL,RIVER RANCH,27.88,-81.47
33898,FL,LAKE WALES,27.9,-81.58
34637,FL,LAND O LAKES,28.24,-82.49
34638,FL,LAND O LAKES,28.27,-82.52
34639,FL,LAND O LAKES,28.25,-82.49
33770,FL,LARGO,27.9,-82.78
33771,FL,LARGO,27.9,-82.78
33772,FL,SEMINOLE,27.84,-82.78
33773,FL,LARGO,27.9,-82.78
33774,FL,LARGO,27.9,-82.78
33776,FL,SEMINOLE,27.84,-82.78
33777,FL,SEMINOLE,27.9,-82.78
33778,FL,LARGO,27.9,-82.78
34748,FL,LEESBURG,28.8,-81.88
34788,FL,LEESBURG,28.8,-81.88
33936,FL,LEHIGH ACRES,26.6,-81.63
33971,FL,LEHIGH ACRES,26.6,-81.63
33972,FL,LEHIGH ACRES,26.6,-81.63
33973,FL,LEHIGH ACRES,26.59,-81.72
33974,FL,LEHIGH ACRES,26.56,-81.59
33976,FL,LEHIGH ACRES,26.6,-81.68
33547,FL,LITHIA,27.85,-82.17
34228,FL,LONGBOAT KEY,27.37,-82.62
32750,FL,LONGWOOD,28.7,-81.34
32779,FL,LONGWOOD,28.7,-81.34
33857,FL,LORIDA,27.45,-81.26
33548,FL,LUTZ,28.13,-82.46
33549,FL,LUTZ,28.13,-82.46
33558,FL,LUTZ,28.13,-82.46
33559,FL,LUTZ,28.13,-82.46
32751,FL,MAITLAND,28.62,-81.36
32950,FL,MALABAR,27.98,-80.58
34145,FL,MARCO ISLAND,25.94,-81.73
34753,FL,MASCOTTE,28.57,-81.88
32901,FL,MELBOURNE,28.08,-80.6
32903,FL,INDIALANTIC,28.08,-80.56
32904,FL,MELBOURNE,28.08,-80.6
32905,FL,PALM BAY,27.98,-80.66
32907,FL,PALM BAY,27.98,-80.66
32908,FL,PALM BAY,27.98,-80.66
32909,FL,PALM BAY,27.98,-80.66
32925,FL,PATRICK AFB,28.23,-80.6
32934,FL,MELBOURNE,28.08,-80.6
32935,FL,MELBOURNE,28.08,-80.6
32937,FL,SATELLITE BEACH,28.17,-80.6
32940,FL,MELBOURNE,28.08,-80.6
32951,FL,MELBOURNE BEACH,28.06,-80.55
32952,FL,MERRITT ISLAND,28.32,-80.68
32953,FL,MERRITT ISLAND,28.32,-80.68
32754,FL,MIMS,28.68,-80.84
34756,FL,MONTVERDE,28.59,-81.67
32757,FL,MOUNT DORA,28.8,-81.64
33860,FL,MULBERRY,27.9,-81.97
34251,FL,MYAKKA CITY,27.35,-82.16
34102,FL,NAPLES,26.14,-81.79
34103,FL,NAPLES,26.14,-81.79
34104,FL,NAPLES,26.14,-81.79
34105,FL,NAPLES,26.14,-81.79
34108,FL,NAPLES,26.14,-81.79
34109,FL,NAPLES,26.14,-81.79
34110,FL,NAPLES,26.14,-81.79
34112,FL,NAPLES,26.14,-81.79
34113,FL,NAPLES,26.14,-81.79
34114,FL,NAPLES,26.14,-81.79
34116,FL,NAPLES,26.14,-81.79
34117,FL,NAPLES,26.14,-81.79
34119,FL,NAPLES,26.14,-81.79
34120,FL,NAPLES,26.14,-81.79
34652,FL,NEW PORT RICHEY,28.24,-82.71
34653,FL,NEW PORT RICHEY,28.24,-82.71
34654,FL,NEW PORT RICHEY,28.24,-82.71
34655,FL,NEW PORT RICHEY,28.24,-82.71
32168,FL,NEW SMYRNA BEACH,29.02,-80.92
32169,FL,NEW SMYRNA BEACH,29.02,-80.92
34275,FL,NOKOMIS,27.12,-82.43
32759,FL,OAK HILL,28.86,-80.85
34141,FL,OCHOPEE,25.9,-81.3
32179,FL,OCKLAWAHA,29.04,-81.92
34761,FL,OCOEE,28.57,-81.53
33556,FL,ODESSA,28.2,-82.59
34762,FL,OKAHUMPKA,28.74,-81.89
34677,FL,OLDSMAR,28.04,-82.67
33865,FL,ONA,27.49,-81.92
32763,FL,ORANGE CITY,28.93,-81.29
32801,FL,ORLANDO,28.5,-81.37
32803,FL,ORLANDO,28.5,-81.37
32804,FL,ORLANDO,28.5,-81.37
32805,FL,ORLANDO,28.5,-81.37
32806,FL,ORLANDO,28.5,-81.37
32807,FL,ORLANDO,28.5,-81.37
32808,FL,ORLANDO,28.5,-81.37
32809,FL,ORLANDO,28.5,-81.37
32810,FL,ORLANDO,28.5,-81.37
32811,FL,ORLANDO,28.5,-81.37
32812,FL,ORLANDO,28.5,-81.37
32814,FL,ORLANDO,28.5,-81.37
32817,FL,ORLANDO,28.5,-81.37
32818,FL,ORLANDO,28.5,-81.37
32819,FL,ORLANDO,28.5,-81.37
32820,FL,ORLANDO,28.5,-81.37
32821,FL,ORLANDO,28.5,-81.37
32822,FL,ORLANDO,28.5,-81.37
32824,FL,ORLANDO,28.5,-81.37
32825,FL,ORLANDO,28.5,-81.37
32826,FL,ORLANDO,28.5,-81.37
32827,FL,ORLANDO,28.5,-81.37
32828,FL,ORLANDO,28.5,-81.37
32829,FL,ORLANDO,28.5,-81.37
32831,FL,ORLANDO,28.5,-81.37
32832,FL,ORLANDO,28.5,-81.37
32833,FL,ORLANDO,28.5,-81.37
32834,FL,ORLANDO,28.5,-81.37
32835,FL,ORLANDO,28.5,-81.37
32836,FL,ORLANDO,28.5,-81.37
32837,FL,ORLANDO,28.5,-81.37
32839,FL,ORLANDO,28.5,-81.37
